ID	Symbol	Name	Gene Groups
4172	MCM3	minichromosome maintenance complex component 3	MCM family, minichromosome maintenance 2-7 complex
8888	MCM3AP	minichromosome maintenance complex component 3 associated protein	Lysine acetyltransferases, Transcription and export complex 2
4173	MCM4	minichromosome maintenance complex component 4	MCM family, minichromosome maintenance 2-7 complex
4174	MCM5	minichromosome maintenance complex component 5	MCM family, minichromosome maintenance 2-7 complex
4175	MCM6	minichromosome maintenance complex component 6	MCM family, minichromosome maintenance 2-7 complex
4176	MCM7	minichromosome maintenance complex component 7	MCM family, Protein phosphatase 1 regulatory subunits, MicroRNA protein coding host genes, minichromosome maintenance 2-7 complex
84515	MCM8	minichromosome maintenance 8 homologous recombination repair factor	MCM family
254394	MCM9	minichromosome maintenance 9 homologous recombination repair factor	MCM family
55388	MCM10	minichromosome maintenance 10 replication initiation factor	
79892	MCMBP	minichromosome maintenance complex binding protein	
157777	MCMDC2	minichromosome maintenance domain containing 2	MCM family
57192	MCOLN1	mucolipin TRP cation channel 1	Transient receptor potential cation channels
255231	MCOLN2	mucolipin TRP cation channel 2	Transient receptor potential cation channels
55283	MCOLN3	mucolipin TRP cation channel 3	Transient receptor potential cation channels
79648	MCPH1	microcephalin 1	
348262	MCRIP1	MAPK regulated corepressor interacting protein 1	
84331	MCRIP2	MAPK regulated corepressor interacting protein 2	
10445	MCRS1	microspherule protein 1	INO80 complex , NSL histone acetyltransferase complex
79772	MCTP1	multiple C2 and transmembrane domain containing 1	Multiple C2 and transmembrane domain containing
55784	MCTP2	multiple C2 and transmembrane domain containing 2	Multiple C2 and transmembrane domain containing
28985	MCTS1	MCTS1 re-initiation and release factor	
100101490	MCTS2	MCTS family member 2	
90550	MCU	mitochondrial calcium uniporter	MicroRNA protein coding host genes
55013	MCUB	mitochondrial calcium uniporter dominant negative subunit beta	
63933	MCUR1	mitochondrial calcium uniporter regulator 1	
9656	MDC1	mediator of DNA damage checkpoint 1	
4188	MDFI	MyoD family inhibitor	
29969	MDFIC	MyoD family inhibitor domain containing	
107986096	MDFIC2	MyoD family inhibitor domain containing 2	
266727	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1	I-set domain containing
161357	MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2	I-set domain containing
4190	MDH1	malate dehydrogenase 1	
130752	MDH1B	malate dehydrogenase 1B	
4191	MDH2	malate dehydrogenase 2	
4192	MDK	midkine	
56890	MDM1	Mdm1 nuclear protein	
4193	MDM2	MDM2 proto-oncogene	Ring finger proteins, Zinc fingers RANBP2-type 
4194	MDM4	MDM4 regulator of p53	Ring finger proteins
23195	MDN1	midasin AAA ATPase 1	AAA ATPases
145553	MDP1	magnesium dependent phosphatase 1	HAD Asp-based protein phosphatases
4199	ME1	malic enzyme 1	
4200	ME2	malic enzyme 2	
10873	ME3	malic enzyme 3	
4201	MEA1	male-enhanced antigen 1	
64769	MEAF6	MYST/Esa1 associated factor 6	Tip60/Nua4 histone acetyltransferase complex subunits, MicroRNA protein coding host genes
57707	MEAK7	MTOR associated protein, eak-7 homolog	TLDc domain containing
2122	MECOM	MDS1 and EVI1 complex locus	Zinc fingers C2H2-type, Lysine methyltransferases, PR/SET domain family
4204	MECP2	methyl-CpG binding protein 2	Methyl-CpG binding domain containing
51102	MECR	mitochondrial trans-2-enoyl-CoA reductase	
5469	MED1	mediator complex subunit 1	Mediator complex
29079	MED4	mediator complex subunit 4	Mediator complex
10001	MED6	mediator complex subunit 6	Mediator complex
9443	MED7	mediator complex subunit 7	Mediator complex
112950	MED8	mediator complex subunit 8	Mediator complex
55090	MED9	mediator complex subunit 9	Mediator complex
84246	MED10	mediator complex subunit 10	Mediator complex
400569	MED11	mediator complex subunit 11	Mediator complex
9968	MED12	mediator complex subunit 12	Mediator complex
116931	MED12L	mediator complex subunit 12L	Mediator complex
9969	MED13	mediator complex subunit 13	Mediator complex
23389	MED13L	mediator complex subunit 13L	Mediator complex, MicroRNA protein coding host genes
9282	MED14	mediator complex subunit 14	Mediator complex
100873985	MED14OS	MED14 opposite strand	
51586	MED15	mediator complex subunit 15	Mediator complex
10025	MED16	mediator complex subunit 16	WD repeat domain containing, Mediator complex
9440	MED17	mediator complex subunit 17	Mediator complex
54797	MED18	mediator complex subunit 18	Mediator complex
219541	MED19	mediator complex subunit 19	Mediator complex
9477	MED20	mediator complex subunit 20	Mediator complex
9412	MED21	mediator complex subunit 21	Mediator complex
6837	MED22	mediator complex subunit 22	Mediator complex
9439	MED23	mediator complex subunit 23	Mediator complex
9862	MED24	mediator complex subunit 24	Mediator complex, MicroRNA protein coding host genes, Small nucleolar RNA protein coding host genes
81857	MED25	mediator complex subunit 25	Mediator complex, MicroRNA protein coding host genes
9441	MED26	mediator complex subunit 26	Mediator complex
9442	MED27	mediator complex subunit 27	Mediator complex
80306	MED28	mediator complex subunit 28	Mediator complex
55588	MED29	mediator complex subunit 29	Mediator complex
90390	MED30	mediator complex subunit 30	Mediator complex
51003	MED31	mediator complex subunit 31	Mediator complex
84935	MEDAG	mesenteric estrogen dependent adipogenesis	
4205	MEF2A	myocyte enhancer factor 2A	MADS box family, Myocyte enhancer factor 2 proteins
100271849	MEF2B	myocyte enhancer factor 2B	MADS box family, Myocyte enhancer factor 2 proteins
4208	MEF2C	myocyte enhancer factor 2C	MADS box family, Myocyte enhancer factor 2 proteins
4209	MEF2D	myocyte enhancer factor 2D	MADS box family, Myocyte enhancer factor 2 proteins
4210	MEFV	MEFV innate immunity regulator, pyrin	Tripartite motif family, Pyrin domain containing
1953	MEGF6	multiple EGF like domains 6	MicroRNA protein coding host genes
1954	MEGF8	multiple EGF like domains 8	MicroRNA protein coding host genes
1955	MEGF9	multiple EGF like domains 9	
84466	MEGF10	multiple EGF like domains 10	Scavenger receptors
84465	MEGF11	multiple EGF like domains 11	
150365	MEI1	meiotic double-stranded break formation protein 1	Armadillo like helical domain containing
101928601	MEI4	meiotic double-stranded break formation protein 4	
644890	MEIG1	meiosis/spermiogenesis associated 1	
728637	MEIKIN	meiotic kinetochore factor	
254528	MEIOB	meiosis specific with OB-fold	
284071	MEIOC	meiosis specific with coiled-coil domain	
388553	MEIOSIN	meiosis initiator	
4211	MEIS1	Meis homeobox 1	TALE class homeoboxes and pseudogenes
4212	MEIS2	Meis homeobox 2	TALE class homeoboxes and pseudogenes, MicroRNA protein coding host genes
56917	MEIS3	Meis homeobox 3	TALE class homeoboxes and pseudogenes
9833	MELK	maternal embryonic leucine zipper kinase	MELK family kinases
4241	MELTF	melanotransferrin	Transferrins, CD molecules
51072	MEMO1	mediator of cell motility 1	
4221	MEN1	menin 1	
4222	MEOX1	mesenchyme homeobox 1	HOXL subclass homeoboxes
4223	MEOX2	mesenchyme homeobox 2	HOXL subclass homeoboxes
4224	MEP1A	meprin A subunit alpha	Astacins
4225	MEP1B	meprin A subunit beta	Astacins
56257	MEPCE	methylphosphate capping enzyme	7BS DNA/RNA methyltransferases, 7SK snRNP complex
56955	MEPE	matrix extracellular phosphoglycoprotein	SIBLING family
10461	MERTK	MER proto-oncogene, tyrosine kinase	Fibronectin type III domain containing, Receptor tyrosine kinases, I-set domain containing
23184	MESD	mesoderm development LRP chaperone	
55897	MESP1	mesoderm posterior bHLH transcription factor 1	Basic helix-loop-helix proteins
145873	MESP2	mesoderm posterior bHLH transcription factor 2	Basic helix-loop-helix proteins
4232	MEST	mesoderm specific transcript	MicroRNA protein coding host genes
4233	MET	MET proto-oncogene, receptor tyrosine kinase	IPT domain containing, Receptor tyrosine kinases
23173	METAP1	methionyl aminopeptidase 1	Aminopeptidases, M24 metallopeptidase family, MicroRNA protein coding host genes
254042	METAP1D	methionyl aminopeptidase type 1D, mitochondrial	Aminopeptidases
10988	METAP2	methionyl aminopeptidase 2	Aminopeptidases, M24 metallopeptidase family
79006	METRN	meteorin, glial cell differentiation regulator	
284207	METRNL	meteorin like, glial cell differentiation regulator	
4234	METTL1	methyltransferase 1, tRNA methylguanosine	7BS DNA/RNA methyltransferases
339175	METTL2A	methyltransferase 2A, tRNA N3-cytidine	7BS DNA/RNA methyltransferases
55798	METTL2B	methyltransferase 2B, tRNA N3-cytidine	7BS DNA/RNA methyltransferases
56339	METTL3	methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit	7BS N6-adenosine DNA/RNA methyltransferases, m6A methyltransferase complex
64863	METTL4	methyltransferase 4, N6-adenosine	7BS N6-adenosine DNA/RNA methyltransferases
29081	METTL5	methyltransferase 5, N6-adenosine	7BS N6-adenosine DNA/RNA methyltransferases
131965	METTL6	methyltransferase 6, tRNA N3-cytidine	7BS DNA/RNA methyltransferases
79828	METTL8	methyltransferase 8, tRNA N3-cytidine	7BS DNA/RNA methyltransferases
51108	METTL9	methyltransferase 9, His-X-His N1(pi)-histidine	7BS protein methyltransferases
51603	METTL13	methyltransferase 13, eEF1A N-terminus and K55	7BS protein lysine methyltransferases
57721	METTL14	methyltransferase 14, N6-adenosine-methyltransferase subunit	7BS N6-adenosine DNA/RNA methyltransferases, m6A methyltransferase complex
196074	METTL15	methyltransferase 15, mitochondrial 12S rRNA N4-cytidine	7BS DNA/RNA methyltransferases
79066	METTL16	methyltransferase 16, RNA N6-adenosine	7BS N6-adenosine DNA/RNA methyltransferases
64745	METTL17	methyltransferase like 17	7BS orphan methyltransferases
92342	METTL18	methyltransferase 18, RPL3 N3(tau)-histidine	7BS protein methyltransferases
151194	METTL21A	methyltransferase 21A, HSPA lysine	7BS protein lysine methyltransferases
196541	METTL21C	methyltransferase 21C, AARS1 lysine	7BS protein lysine methyltransferases
79091	METTL22	methyltransferase 22, Kin17 lysine	7BS protein lysine methyltransferases
124512	METTL23	methyltransferase 23, arginine	7BS protein arginine methyltranferases
728464	METTL24	methyltransferase like 24	7BS orphan methyltransferases
84190	METTL25	methyltransferase like 25	7BS orphan methyltransferases
51093	METTL25B	methyltransferase like 25B	7BS orphan methyltransferases
84326	METTL26	methyltransferase like 26	7BS orphan methyltransferases
155368	METTL27	methyltransferase like 27	7BS orphan methyltransferases
92312	MEX3A	mex-3 RNA binding family member A	Ring finger proteins
84206	MEX3B	mex-3 RNA binding family member B	Ring finger proteins
51320	MEX3C	mex-3 RNA binding family member C	Ring finger proteins
399664	MEX3D	mex-3 RNA binding family member D	Ring finger proteins
4236	MFAP1	microfibril associated protein 1	Spliceosomal B complex
4237	MFAP2	microfibril associated protein 2	
4238	MFAP3	microfibril associated protein 3	I-set domain containing
9848	MFAP3L	microfibril associated protein 3 like	I-set domain containing
4239	MFAP4	microfibril associated protein 4	Fibrinogen C domain containing
8076	MFAP5	microfibril associated protein 5	
56947	MFF	mitochondrial fission factor	
4240	MFGE8	milk fat globule EGF and factor V/VIII domain containing	
9258	MFHAS1	multifunctional ROCO family signaling regulator 1	ROCO family
55669	MFN1	mitofusin 1	Mitofusin family
9927	MFN2	mitofusin 2	Mitofusin family
4242	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	Beta 3-glycosyltransferases
83552	MFRP	membrane frizzled-related protein	
64747	MFSD1	major facilitator superfamily domain containing 1	
84879	MFSD2A	MFSD2 lysolipid transporter A, lysophospholipid	Solute carrier family 59
388931	MFSD2B	MFSD2 lysolipid transporter B, sphingolipid	Solute carrier family 59
113655	MFSD3	major facilitator superfamily domain containing 3	Solute carrier family 33
148808	MFSD4A	major facilitator superfamily domain containing 4A	Solute carrier family 60
91749	MFSD4B	major facilitator superfamily domain containing 4B	Solute carrier family 60
84975	MFSD5	major facilitator superfamily domain containing 5	Solute carrier family 61
54842	MFSD6	major facilitator superfamily domain containing 6	
162387	MFSD6L	major facilitator superfamily domain containing 6 like	
256471	MFSD8	major facilitator superfamily domain containing 8	
84804	MFSD9	major facilitator superfamily domain containing 9	
10227	MFSD10	major facilitator superfamily domain containing 10	
79157	MFSD11	major facilitator superfamily domain containing 11	
126321	MFSD12	major facilitator superfamily domain containing 12	Solute carrier family 59
79847	MFSD13A	major facilitator superfamily domain containing 13A	
64645	MFSD14A	major facilitator superfamily domain containing 14A	
84641	MFSD14B	major facilitator superfamily domain containing 14B	
23269	MGA	MAX dimerization protein MGA	T-box transcription factors, MicroRNA protein coding host genes, MAX dimerization proteins
8972	MGAM	maltase-glucoamylase	Glycoside hydrolase family 31
93432	MGAM2	maltase-glucoamylase 2 (putative)	Glycoside hydrolase family 31
84709	MGARP	mitochondria localized glutamic acid rich protein	
4245	MGAT1	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	Mannosyl-glycoprotein N-acetylglucosaminyltransferases
4247	MGAT2	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	Mannosyl-glycoprotein N-acetylglucosaminyltransferases
4248	MGAT3	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	Mannosyl-glycoprotein N-acetylglucosaminyltransferases
11320	MGAT4A	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A	Mannosyl-glycoprotein N-acetylglucosaminyltransferases
11282	MGAT4B	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B	MicroRNA protein coding host genes, Mannosyl-glycoprotein N-acetylglucosaminyltransferases
25834	MGAT4C	MGAT4 family member C	Mannosyl-glycoprotein N-acetylglucosaminyltransferases
152586	MGAT4D	MGAT4 family member D	Mannosyl-glycoprotein N-acetylglucosaminyltransferases
4249	MGAT5	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase	MicroRNA protein coding host genes, Mannosyl-glycoprotein N-acetylglucosaminyltransferases
146664	MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B	Mannosyl-glycoprotein N-acetylglucosaminyltransferases
11343	MGLL	monoglyceride lipase	Lipases
92667	MGME1	mitochondrial genome maintenance exonuclease 1	Exonucleases
4255	MGMT	O-6-methylguanine-DNA methyltransferase	Methyltransferase families
4256	MGP	matrix Gla protein	Gla domain containing
23295	MGRN1	mahogunin ring finger 1	Ring finger proteins, MicroRNA protein coding host genes
4257	MGST1	microsomal glutathione S-transferase 1	Microsomal glutathione S-transferases
4258	MGST2	microsomal glutathione S-transferase 2	Microsomal glutathione S-transferases
4259	MGST3	microsomal glutathione S-transferase 3	Microsomal glutathione S-transferases
8190	MIA	MIA SH3 domain containing	MIA family
4253	MIA2	MIA SH3 domain ER export factor 2	CTAGE family, MIA family
375056	MIA3	MIA SH3 domain ER export factor 3	CTAGE family, MIA family
57534	MIB1	MIB E3 ubiquitin protein ligase 1	Ring finger proteins, MicroRNA protein coding host genes, Ankyrin repeat domain containing, Zinc fingers ZZ-type
142678	MIB2	MIB E3 ubiquitin protein ligase 2	Ring finger proteins, Ankyrin repeat domain containing, Zinc fingers ZZ-type
100507436	MICA	MHC class I polypeptide-related sequence A	C1-set domain containing
64780	MICAL1	microtubule associated monooxygenase, calponin and LIM domain containing 1	Flavoproteins, LIM domain containing
9645	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2	Flavoproteins, LIM domain containing, MicroRNA protein coding host genes
57553	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3	Flavoproteins, LIM domain containing, MicroRNA protein coding host genes
85377	MICALL1	MICAL like 1	LIM domain containing
79778	MICALL2	MICAL like 2	LIM domain containing
4277	MICB	MHC class I polypeptide-related sequence B	C1-set domain containing
440574	MICOS10	mitochondrial contact site and cristae organizing system subunit 10	Mitochondrial contact site and cristae organizing system subunits
125988	MICOS13	mitochondrial contact site and cristae organizing system subunit 13	Mitochondrial contact site and cristae organizing system subunits
10367	MICU1	mitochondrial calcium uptake 1	EF-hand domain containing
221154	MICU2	mitochondrial calcium uptake 2	EF-hand domain containing
286097	MICU3	mitochondrial calcium uptake family member 3	EF-hand domain containing
4281	MID1	midline 1	Tripartite motif family, Ring finger proteins, Fibronectin type III domain containing
58526	MID1IP1	MID1 interacting protein 1	
11043	MID2	midline 2	Tripartite motif family, Ring finger proteins, Fibronectin type III domain containing
91748	MIDEAS	mitotic deacetylase associated SANT domain protein	MiDAC complex subunits, Myb/SANT domain containing
90007	MIDN	midnolin	
54471	MIEF1	mitochondrial elongation factor 1	
125170	MIEF2	mitochondrial elongation factor 2	
84299	MIEN1	migration and invasion enhancer 1	
57708	MIER1	MIER1 transcriptional regulator	Myb/SANT domain containing
54531	MIER2	MIER family member 2	Myb/SANT domain containing
166968	MIER3	MIER family member 3	Myb/SANT domain containing
4282	MIF	macrophage migration inhibitory factor	
57409	MIF4GD	MIF4G domain containing	MIF4G domain containing proteins
374986	MIGA1	mitoguardin 1	
84895	MIGA2	mitoguardin 2	
60672	MIIP	migration and invasion inhibitory protein	MicroRNA protein coding host genes
284021	MILR1	mast cell immunoglobulin like receptor 1	Immunoglobulin like domain containing
23251	MINAR1	membrane integral NOTCH2 associated receptor 1	
100127206	MINAR2	membrane integral NOTCH2 associated receptor 2	
55793	MINDY1	MINDY lysine 48 deubiquitinase 1	MINDY deubiquitinases
54629	MINDY2	MINDY lysine 48 deubiquitinase 2	MINDY deubiquitinases
80013	MINDY3	MINDY lysine 48 deubiquitinase 3	MINDY deubiquitinases
84182	MINDY4	MINDY lysine 48 deubiquitinase 4	MINDY deubiquitinases
646951	MINDY4B	MINDY family member 4B	MINDY deubiquitinases
50488	MINK1	misshapen like kinase 1	Armadillo like helical domain containing, STRIPAK complex
9562	MINPP1	multiple inositol-polyphosphate phosphatase 1	Phosphoinositide phosphatases, MicroRNA protein coding host genes
54468	MIOS	meiosis regulator for oocyte development	WD repeat domain containing, GATOR2 subcomplex
55586	MIOX	myo-inositol oxygenase	
4284	MIP	major intrinsic protein of lens fiber	Aquaporins
4285	MIPEP	mitochondrial intermediate peptidase	M3 metallopeptidase family
145282	MIPOL1	mirror-image polydactyly 1	
79003	MIS12	MIS12 kinetochore complex component	MIS12 kinetochore complex
54069	MIS18A	MIS18 kinetochore protein A	
55320	MIS18BP1	MIS18 binding protein 1	Myb/SANT domain containing
100506540	MISFA	mitochondrial sheath formation associated	
126353	MISP	mitotic spindle positioning	
113230	MISP3	MISP family member 3	MicroRNA protein coding host genes
129531	MITD1	microtubule interacting and trafficking domain containing 1	
4286	MITF	melanocyte inducing transcription factor	Basic helix-loop-helix proteins
131076	MIX23	mitochondrial matrix import factor 23	
83881	MIXL1	Mix paired-like homeobox	PRD class homeoboxes and pseudogenes
4288	MKI67	marker of proliferation Ki-67	Protein phosphatase 1 regulatory subunits
8195	MKKS	MKKS centrosomal shuttling protein	Chaperonins
4289	MKLN1	muskelin 1	CTLH complex
8569	MKNK1	MAPK interacting serine/threonine kinase 1	MAPK activated protein kinases
2872	MKNK2	MAPK interacting serine/threonine kinase 2	MAPK activated protein kinases
23608	MKRN1	makorin ring finger protein 1	Ring finger proteins
23609	MKRN2	makorin ring finger protein 2	Ring finger proteins
100129480	MKRN2OS	MKRN2 opposite strand	
7681	MKRN3	makorin ring finger protein 3	Ring finger proteins
54903	MKS1	MKS transition zone complex subunit 1	B9 domain containing, MKS complex
283078	MKX	mohawk homeobox	TALE class homeoboxes and pseudogenes
2315	MLANA	melan-A	
23209	MLC1	modulator of VRAC current 1	
133834869	MLDHR	mitochondrial lactate dehydrogenase regulator	
9761	MLEC	malectin	
4291	MLF1	myeloid leukemia factor 1	
8079	MLF2	myeloid leukemia factor 2	
4292	MLH1	mutL homolog 1	MutL homologs
27030	MLH3	mutL homolog 3	MutL homologs
90523	MLIP	muscular LMNA interacting protein	
197259	MLKL	mixed lineage kinase domain like pseudokinase	
4298	MLLT1	MLLT1 super elongation complex subunit	Super elongation complex, YEATS domain containing
4300	MLLT3	MLLT3 super elongation complex subunit	Super elongation complex, YEATS domain containing, MicroRNA protein coding host genes
4302	MLLT6	MLLT6, PHD finger containing	PHD finger proteins, MicroRNA protein coding host genes
8028	MLLT10	MLLT10 histone lysine methyltransferase DOT1L cofactor	PHD finger proteins
10962	MLLT11	MLLT11 transcription factor 7 cofactor	
4295	MLN	motilin	Neuropeptides
2862	MLNR	motilin receptor	Peptide receptors
79083	MLPH	melanophilin	MicroRNA protein coding host genes
64223	MLST8	MTOR associated protein, LST8 homolog	WD repeat domain containing, MTOR complex 2, MTOR complex 1
6945	MLX	MAX dimerization protein MLX	Basic helix-loop-helix proteins, MAX dimerization proteins
22877	MLXIP	MLX interacting protein	Basic helix-loop-helix proteins
51085	MLXIPL	MLX interacting protein like	Basic helix-loop-helix proteins
23417	MLYCD	malonyl-CoA decarboxylase	
166785	MMAA	metabolism of cobalamin associated A	
326625	MMAB	metabolism of cobalamin associated B	Cilia and flagella associated
25974	MMACHC	metabolism of cobalamin associated C	Flavoproteins
27249	MMADHC	metabolism of cobalamin associated D	
23531	MMD	monocyte to macrophage differentiation associated	Progestin and adipoQ receptor family
221938	MMD2	monocyte to macrophage differentiation associated 2	Progestin and adipoQ receptor family
4311	MME	membrane metalloendopeptidase	CD molecules, M13 metallopeptidases
79258	MMEL1	membrane metalloendopeptidase like 1	M13 metallopeptidases
93380	MMGT1	membrane magnesium transporter 1	ER membrane protein complex subunits
4312	MMP1	matrix metallopeptidase 1	M10 matrix metallopeptidases, Receptor ligands
4313	MMP2	matrix metallopeptidase 2	M10 matrix metallopeptidases
4314	MMP3	matrix metallopeptidase 3	M10 matrix metallopeptidases
4316	MMP7	matrix metallopeptidase 7	M10 matrix metallopeptidases
4317	MMP8	matrix metallopeptidase 8	M10 matrix metallopeptidases
4318	MMP9	matrix metallopeptidase 9	M10 matrix metallopeptidases
4319	MMP10	matrix metallopeptidase 10	M10 matrix metallopeptidases
4320	MMP11	matrix metallopeptidase 11	M10 matrix metallopeptidases
4321	MMP12	matrix metallopeptidase 12	M10 matrix metallopeptidases
4322	MMP13	matrix metallopeptidase 13	M10 matrix metallopeptidases, Receptor ligands
4323	MMP14	matrix metallopeptidase 14	M10 matrix metallopeptidases
4324	MMP15	matrix metallopeptidase 15	M10 matrix metallopeptidases
4325	MMP16	matrix metallopeptidase 16	M10 matrix metallopeptidases
4326	MMP17	matrix metallopeptidase 17	M10 matrix metallopeptidases
4327	MMP19	matrix metallopeptidase 19	M10 matrix metallopeptidases
9313	MMP20	matrix metallopeptidase 20	M10 matrix metallopeptidases
118856	MMP21	matrix metallopeptidase 21	M10 matrix metallopeptidases
8510	MMP23B	matrix metallopeptidase 23B	M10 matrix metallopeptidases, Immunoglobulin like domain containing
10893	MMP24	matrix metallopeptidase 24	M10 matrix metallopeptidases
101410538	MMP24OS	MMP24 opposite strand	
64386	MMP25	matrix metallopeptidase 25	M10 matrix metallopeptidases
56547	MMP26	matrix metallopeptidase 26	M10 matrix metallopeptidases
64066	MMP27	matrix metallopeptidase 27	M10 matrix metallopeptidases
79148	MMP28	matrix metallopeptidase 28	M10 matrix metallopeptidases
22915	MMRN1	multimerin 1	EMI domain containing, C1q domain containing
79812	MMRN2	multimerin 2	EMI domain containing, C1q domain containing
64210	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component	Armadillo like helical domain containing, Cytosolic iron-sulfur assembly components, Nucleotide excision repair
253714	MMS22L	MMS22 like, DNA repair protein	
4594	MMUT	methylmalonyl-CoA mutase	
4330	MN1	MN1 proto-oncogene, transcriptional regulator	
4331	MNAT1	MNAT1 component of CDK activating kinase	Nucleotide excision repair, Ring finger proteins, CDK activating kinase complex
84057	MND1	meiotic nuclear divisions 1	
4332	MNDA	myeloid cell nuclear differentiation antigen	Pyrin domain containing, Pyrin and HIN domain family
55329	MNS1	meiosis specific nuclear structural 1	
4335	MNT	MAX network transcriptional repressor	Basic helix-loop-helix proteins, MAX dimerization proteins
3110	MNX1	motor neuron and pancreas homeobox 1	HOXL subclass homeoboxes
64112	MOAP1	modulator of apoptosis 1	Paraneoplastic Ma antigens
55233	MOB1A	MOB kinase activator 1A	MOB kinase activators
92597	MOB1B	MOB kinase activator 1B	MOB kinase activators
81532	MOB2	MOB kinase activator 2	MOB kinase activators
126308	MOB3A	MOB kinase activator 3A	MOB kinase activators
79817	MOB3B	MOB kinase activator 3B	MOB kinase activators
148932	MOB3C	MOB kinase activator 3C	MOB kinase activators
25843	MOB4	MOB family member 4, phocein	MOB kinase activators, STRIPAK complex
4336	MOBP	myelin associated oligodendrocyte basic protein	
55034	MOCOS	molybdenum cofactor sulfurase	
4337	MOCS1	molybdenum cofactor synthesis 1	Radical S-adenosylmethionine domain containing
4338	MOCS2	molybdenum cofactor synthesis 2	
27304	MOCS3	molybdenum cofactor synthesis 3	Ubiquitin like modifier activating enzymes
4340	MOG	myelin oligodendrocyte glycoprotein	Butyrophilins, V-set domain containing
116255	MOGAT1	monoacylglycerol O-acyltransferase 1	Diacylglycerol O-acyltransferase 2 family
80168	MOGAT2	monoacylglycerol O-acyltransferase 2	Diacylglycerol O-acyltransferase 2 family
346606	MOGAT3	monoacylglycerol O-acyltransferase 3	Diacylglycerol O-acyltransferase 2 family
7841	MOGS	mannosyl-oligosaccharide glucosidase	Glycoside hydrolase family
5891	MOK	MOK protein kinase	
84315	MON1A	MON1 homolog A, secretory trafficking associated	
22879	MON1B	MON1 homolog B, secretory trafficking associated	
23041	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking	Armadillo like helical domain containing
27136	MORC1	MORC family CW-type zinc finger 1	Zinc fingers CW-type
22880	MORC2	MORC family CW-type zinc finger 2	Zinc fingers CW-type
23515	MORC3	MORC family CW-type zinc finger 3	Zinc fingers CW-type
79710	MORC4	MORC family CW-type zinc finger 4	Zinc fingers CW-type
10933	MORF4L1	mortality factor 4 like 1	Tip60/Nua4 histone acetyltransferase complex subunits, EMSY complex
9643	MORF4L2	mortality factor 4 like 2	EMSY complex
79906	MORN1	MORN repeat containing 1	
729967	MORN2	MORN repeat containing 2	
283385	MORN3	MORN repeat containing 3	
118812	MORN4	MORN repeat containing 4	
254956	MORN5	MORN repeat containing 5	
4342	MOS	MOS proto-oncogene, serine/threonine kinase	
730094	MOSMO	modulator of smoothened	
56180	MOSPD1	motile sperm domain containing 1	
158747	MOSPD2	motile sperm domain containing 2	
64598	MOSPD3	motile sperm domain containing 3	
4343	MOV10	Mov10 RNA helicase	UPF1 like RNA helicases
54456	MOV10L1	Mov10 like RNA helicase 1	UPF1 like RNA helicases
26002	MOXD1	monooxygenase DBH like 1	
51660	MPC1	mitochondrial pyruvate carrier 1	Solute carrier family 54, mitochondrial pyruvate carriers
347411	MPC1L	mitochondrial pyruvate carrier 1 like	Solute carrier family 54, mitochondrial pyruvate carriers
25874	MPC2	mitochondrial pyruvate carrier 2	Solute carrier family 54, mitochondrial pyruvate carriers
9526	MPDU1	mannose-P-dolichol utilization defect 1	Solute carrier family 66
8777	MPDZ	multiple PDZ domain crumbs cell polarity complex component	Crumbs complex, PDZ domain containing
219972	MPEG1	macrophage expressed 1	
4350	MPG	N-methylpurine DNA glycosylase	DNA glycosylases
10200	MPHOSPH6	M-phase phosphoprotein 6	
54737	MPHOSPH8	M-phase phosphoprotein 8	Ankyrin repeat domain containing
10198	MPHOSPH9	M-phase phosphoprotein 9	
10199	MPHOSPH10	M-phase phosphoprotein 10	Protein phosphatase 1 regulatory subunits, MPP10 subcomplex
4351	MPI	mannose phosphate isomerase	
80739	MPIG6B	megakaryocyte and platelet inhibitory receptor G6b	
4352	MPL	MPL proto-oncogene, thrombopoietin receptor	CD molecules, Fibronectin type III domain containing
136647	MPLKIP	M-phase specific PLK1 interacting protein	
84954	MPND	MPN domain containing	JAMM/MPN+ metallopeptidase family
4353	MPO	myeloperoxidase	
4354	MPP1	MAGUK p55 scaffold protein 1	Membrane associated guanylate kinases, PDZ domain containing
4355	MPP2	MAGUK p55 scaffold protein 2	Membrane associated guanylate kinases, PDZ domain containing
